"","y","Age","DailyRate","DistanceFromHome","HourlyRate","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearchDevelopment","Education2","Education3","Education4","EducationFieldLifeSciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnicalDegree","EnvironmentSatisfaction1","EnvironmentSatisfaction2","EnvironmentSatisfaction3","GenderMale","JobInvolvement1","JobInvolvement2","JobInvolvement3","JobLevel1","JobLevel2","JobLevel3","JobLevel4","JobRoleHealthcareRepresentative","JobRoleLaboratoryTechnician","JobRoleManager","JobRoleManufacturingDirector","JobRoleResearchDirector","JobRoleResearchScientist","JobRoleSalesExecutive","JobRoleSalesRepresentative","JobSatisfaction1","JobSatisfaction2","JobSatisfaction3","MaritalStatusMarried","MaritalStatusSingle","OverTimeNo","PerformanceRating3","RelationshipSatisfaction1","RelationshipSatisfaction2","RelationshipSatisfaction3","StockOptionLevel0","StockOptionLevel1","StockOptionLevel2","WorkLifeBalance1","WorkLifeBalance2","WorkLifeBalance3"
"178",1,19,-1.23785489436451,-0.887213183824724,-0.929251764479788,-1.14719219851526,-0.712595654036746,-0.677818724751071,1.85535293668778,-1.3211515584717,0.155654110837465,-0.98068042093143,-1.16729001972865,-0.368589852736411,-1.15554146826556,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"179",0,46,-0.685203169704002,-1.01056543769991,1.28428817863645,0.839019746668897,-1.71065880963392,-0.677818724751071,2.67503901671113,1.63484964541475,-0.619978238081427,2.7734868154467,2.42076085320274,3.97595720872713,0.80626709607244,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"180",0,38,1.43122989244879,-0.0237474066984202,0.44806197790365,-0.895278246318871,-1.12311656347579,-0.677818724751071,-0.876933996723397,-1.19262976699838,0.155654110837465,-0.817455758480207,-0.615282193123818,-0.0582650626318726,-0.875283101931561,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
"181",0,31,-1.64181108772623,0.346309354927139,1.43185750817754,-0.546719396779015,-1.02968863576293,2.1244129657626,2.1285816300289,-0.550020809631756,-2.17124293591921,-0.491006433577761,-0.615282193123818,-0.67891464284095,-0.595024735597561,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"182",0,34,-0.429942507641076,2.19659316305493,1.43185750817754,-0.890392899859751,-1.20853638309897,-0.277499911820547,-0.0572479167000435,-0.292977226685108,0.155654110837465,-0.654231096028984,-0.615282193123818,-0.368589852736411,-0.595024735597561,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"183",1,41,1.37175167992928,1.33312738592863,0.202113095335179,-0.714308020963626,1.04174199009921,-0.677818724751071,1.85535293668778,-0.935586184051729,1.70691880867525,-0.491006433577761,-0.339278279821404,-0.67891464284095,-0.595024735597561,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"184",0,50,-1.17589842299001,-1.01056543769991,0.989149519554287,-0.59748451868031,-1.52970366543218,-0.277499911820547,-0.0572479167000435,-0.807064392578405,-0.619978238081427,-0.654231096028984,-0.615282193123818,-0.67891464284095,-0.595024735597561,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
"185",0,53,0.697665271374757,0.469661608802325,-0.437353999342846,-0.436055679161547,1.67705189854663,-0.677818724751071,-1.15016269006451,-0.807064392578405,0.155654110837465,-0.491006433577761,-0.615282193123818,-0.368589852736411,-0.314766369263561,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
"186",0,33,0.31849166656284,0.593013862677511,0.300492648362568,-0.795872066194159,-1.35436824620565,-0.677818724751071,-0.603705303382279,-0.421499018158432,1.70691880867525,0.161892216227131,0.764737373388255,-0.368589852736411,0.52600872973844,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
"187",0,40,0.462230680151671,-0.640508676074351,-0.978441540993482,2.66146638228862,-1.09782780108734,-0.677818724751071,-0.330476610041161,1.24928427099478,-0.619978238081427,2.12058816564181,1.04074128669067,2.1140084680999,1.36678382874044,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1
"188",0,55,-0.273812199777346,0.593013862677511,-0.240594893288069,2.5954080019066,-0.136854830326554,2.1244129657626,-1.15016269006451,3.17711114309464,0.155654110837465,2.7734868154467,2.97276867980757,-0.0582650626318726,3.04833402674444,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"189",0,34,0.66049138855006,-0.887213183824724,-1.02763131750718,0.646579577453108,-0.0335923839070835,-0.677818724751071,0.489209469982192,-0.164455435211784,-0.619978238081427,0.488341541129577,1.31674519999308,-0.368589852736411,1.36678382874044,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0
"190",0,51,-1.21307230581471,-0.763860929949538,1.57942683771862,1.53592503938082,-1.00046606589184,0.122818901109977,0.76243816332331,1.24928427099478,2.48255115759414,-0.00133244622409163,0.764737373388255,-0.368589852736411,-1.15554146826556,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
"191",0,52,-0.256464387792487,-1.01056543769991,-0.043835787233292,2.86665093357168,-1.21317265620351,-1.0781375376816,-0.330476610041161,2.92006756014799,1.70691880867525,4.24250877750771,3.80078041971482,2.73465804830898,1.36678382874044,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
"192",0,27,0.226796088928585,-0.0237474066984202,1.62861661423231,-0.897189903628962,-0.355743118110956,-0.677818724751071,0.215980776641074,-0.550020809631756,-0.619978238081427,-0.00133244622409163,0.764737373388255,-0.67891464284095,-0.314766369263561,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
"193",1,35,-0.610855404054606,1.70318414755419,-0.781682434938705,-0.124667943984564,0.166329332085987,0.122818901109977,-0.603705303382279,-0.421499018158432,-1.39561058700032,-0.98068042093143,-1.16729001972865,-0.67891464284095,-0.875283101931561,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
"194",0,43,1.34201257366952,-0.270451914448793,-1.42114952961673,-0.937547113508653,-1.27639456217462,0.523137714040501,-0.330476610041161,-0.550020809631756,0.155654110837465,-0.327781771126538,-0.0632743665189888,-0.0582650626318726,-0.595024735597561,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"195",0,45,0.972752004277521,-0.887213183824724,-0.043835787233292,2.18546371207606,0.863877694633841,2.52473177869312,2.1285816300289,1.37780606246811,-1.39561058700032,2.12058816564181,1.04074128669067,2.73465804830898,1.08652546240644,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"196",0,37,-1.27007225947925,1.45647963980381,-0.043835787233292,-0.624247721021579,1.21721790245012,-0.677818724751071,-0.876933996723397,-0.421499018158432,0.155654110837465,0.161892216227131,0.764737373388255,-0.368589852736411,0.80626709607244,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
"197",0,35,-1.64676760543619,-0.887213183824724,-1.42114952961673,-0.441365838356243,0.235030469907921,0.923456526971025,-1.15016269006451,-0.164455435211784,1.70691880867525,-0.164557108675315,-0.615282193123818,-0.368589852736411,-0.595024735597561,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"198",0,42,0.30610037228794,1.45647963980381,-1.47033930613042,-0.262944489414452,0.298673855252166,-0.277499911820547,0.215980776641074,-0.03593364373846,1.70691880867525,-0.327781771126538,-0.339278279821404,-0.67891464284095,-0.595024735597561,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
"199",0,38,1.13631708870619,-0.887213183824724,1.08752907258168,0.0106349122962947,-0.991053026558367,2.52473177869312,-0.330476610041161,0.349631730681512,0.155654110837465,-0.98068042093143,-1.16729001972865,-0.67891464284095,-1.15554146826556,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1
"200",0,38,0.697665271374757,2.4432976708053,-0.584923328883929,-0.0513877470977565,-1.4229288909032,0.122818901109977,0.76243816332331,-0.292977226685108,0.155654110837465,-0.00133244622409163,0.764737373388255,-0.368589852736411,0.80626709607244,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
"201",0,27,-0.819029147872914,-1.01056543769991,-0.289784669801763,-0.4683414470653,-0.651059665558205,0.923456526971025,1.03566685666443,-0.678542601105081,-1.39561058700032,-0.817455758480207,-0.615282193123818,-0.0582650626318726,-1.15554146826556,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
"202",0,49,0.494448045266409,1.08642287817826,1.28428817863645,0.0639489106110442,1.33186029194439,-0.677818724751071,-0.0572479167000435,-0.550020809631756,-2.17124293591921,-0.00133244622409163,0.764737373388255,-0.368589852736411,0.80626709607244,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"203",0,34,0.187143947248907,0.0996048471767661,-1.12601087053457,-0.57093372270683,-1.17186767763573,-0.677818724751071,0.489209469982192,-0.807064392578405,0.931286459756357,-0.327781771126538,-0.339278279821404,-0.0582650626318726,-1.15554146826556,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"204",0,40,0.254056936333363,1.20977513205344,1.62861661423231,-0.799058161710977,0.310475277700105,2.1244129657626,-0.0572479167000435,0.478153522154836,-0.619978238081427,-0.00133244622409163,-0.615282193123818,0.252059727472666,0.80626709607244,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"205",1,38,0.935578121452823,2.4432976708053,0.202113095335179,0.0361236764308363,-0.415733682221315,1.72409415283207,1.03566685666443,0.735197105101485,-0.619978238081427,-0.98068042093143,-1.16729001972865,-0.67891464284095,-1.15554146826556,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
"206",1,29,-1.68889800597084,2.19659316305493,-1.51952908264412,0.241308227713896,1.43470125899072,-0.677818724751071,1.85535293668778,-0.164455435211784,0.155654110837465,0.488341541129577,-0.0632743665189888,-0.368589852736411,1.36678382874044,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"207",0,22,0.82653473183371,-0.517156422199165,-0.289784669801763,-0.886781991607357,-0.269901819114634,-0.677818724751071,0.215980776641074,-0.935586184051729,-0.619978238081427,-0.491006433577761,-0.615282193123818,-0.0582650626318726,-0.595024735597561,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"208",0,36,-0.415072954511197,1.08642287817826,0.349682424876262,-0.923953105970231,-0.928674079333544,-0.677818724751071,-0.603705303382279,-0.421499018158432,-0.619978238081427,0.161892216227131,-0.891286106426233,-0.368589852736411,0.80626709607244,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
"209",0,40,0.863708614658408,-0.0237474066984202,-0.14221534026068,-0.345570566483924,-0.00998953901120449,2.52473177869312,-0.330476610041161,-0.807064392578405,1.70691880867525,-0.654231096028984,-0.615282193123818,-0.67891464284095,-0.595024735597561,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
"210",0,46,-0.392768624816379,-1.01056543769991,1.53023706120492,0.614506215917143,-0.27327365409976,1.72409415283207,0.215980776641074,0.735197105101485,0.155654110837465,-0.491006433577761,-0.615282193123818,-0.67891464284095,-0.314766369263561,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
"211",1,32,0.601013176030543,-0.640508676074351,-1.6670984121852,0.827762209176141,1.61551591006808,-0.677818724751071,-1.15016269006451,0.349631730681512,-0.619978238081427,1.14124019093447,1.04074128669067,2.1140084680999,1.08652546240644,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0
"212",0,30,0.0657092633548945,-1.01056543769991,1.08752907258168,0.418667544816748,0.928926011221888,-0.677818724751071,1.85535293668778,0.0925881477348641,-0.619978238081427,0.6515662035808,1.04074128669067,0.872709307681744,1.08652546240644,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
"213",0,27,1.08923017046157,1.33312738592863,1.18590862560906,0.738763941073033,-0.196283421939393,-0.677818724751071,-0.330476610041161,-0.550020809631756,-0.619978238081427,-0.00133244622409163,0.764737373388255,-0.67891464284095,0.80626709607244,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
"214",0,51,1.651794930542,-0.147099660573606,0.743200636985816,1.27169151785274,0.199907188812863,0.923456526971025,0.215980776641074,0.606675313628161,1.70691880867525,0.488341541129577,1.31674519999308,0.562384517577205,0.80626709607244,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0
"215",1,30,0.501882821831349,-0.763860929949538,1.08752907258168,-0.816900296605156,-0.808833444237205,0.923456526971025,-1.15016269006451,-0.421499018158432,1.70691880867525,-0.327781771126538,-0.615282193123818,-0.67891464284095,-0.0345080029295606,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
"216",0,41,0.231752606638545,-0.393804168323979,0.44806197790365,1.50555092878716,0.0507034907210559,0.122818901109977,0.76243816332331,0.606675313628161,0.155654110837465,-0.98068042093143,-1.16729001972865,-0.67891464284095,-1.15554146826556,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
"217",1,30,-1.16102886986013,2.07324090917975,-0.683302881911317,0.0410090228899568,1.21581297120632,0.923456526971025,-0.0572479167000435,-0.292977226685108,1.70691880867525,-0.164557108675315,-0.339278279821404,-0.67891464284095,-0.875283101931561,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0
"218",1,29,0.469665456716611,-1.01056543769991,0.939959743040593,-0.944131710910076,0.764830041945777,-1.0781375376816,-0.330476610041161,-0.550020809631756,-1.39561058700032,-0.164557108675315,-0.615282193123818,-0.368589852736411,0.24575036340444,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
"219",0,45,0.618360988015402,-0.393804168323979,-0.437353999342846,0.501718434621796,0.355011598128639,1.32377533990155,-0.876933996723397,1.50632785394143,-0.619978238081427,1.95736350319058,0.764737373388255,3.04498283841352,1.08652546240644,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"220",0,54,0.853795579238488,-0.763860929949538,-0.683302881911317,-0.119570191157655,0.379035922397659,-0.277499911820547,-0.330476610041161,0.606675313628161,0.931286459756357,-0.164557108675315,-0.615282193123818,-0.67891464284095,0.24575036340444,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
"221",0,36,1.47088203412847,-0.517156422199165,-0.191405116774375,-0.125092756720139,-0.613688494473063,2.1244129657626,0.215980776641074,0.606675313628161,0.155654110837465,0.978015528483246,1.86875302659791,0.252059727472666,0.80626709607244,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"222",0,33,-1.62446327574137,-0.640508676074351,-0.929251764479788,-0.824334519477731,-0.149639704645155,1.32377533990155,1.58212424334666,-0.550020809631756,0.155654110837465,-0.654231096028984,-0.615282193123818,-0.368589852736411,-0.875283101931561,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"223",0,37,-0.345681706571761,0.222957101051952,-0.929251764479788,1.20690757567745,-0.598093757666857,-0.677818724751071,-0.330476610041161,-0.164455435211784,-1.39561058700032,0.488341541129577,1.04074128669067,-0.67891464284095,0.80626709607244,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"224",0,38,-1.6938545236808,-0.763860929949538,0.497251754417345,0.872155140043801,-0.655555445538372,-1.0781375376816,-0.876933996723397,0.735197105101485,2.48255115759414,1.46768951583692,1.5927491132955,0.872709307681744,2.48781729407644,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
"225",0,31,0.437448091601873,-1.01056543769991,1.18590862560906,-0.458358347779271,-1.39539223852468,-1.0781375376816,-0.876933996723397,-0.678542601105081,-0.619978238081427,-0.327781771126538,-0.0632743665189888,-0.368589852736411,-0.0345080029295606,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
"226",0,59,-1.63685457001627,-0.763860929949538,0.202113095335179,-0.918855353143322,-0.822882756675229,0.122818901109977,0.489209469982192,-0.550020809631756,2.48255115759414,-0.98068042093143,-1.16729001972865,-0.67891464284095,-1.15554146826556,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
"227",0,37,-1.19820275268483,-0.640508676074351,-1.22439042356195,-0.788013030586009,-1.65418057363306,0.523137714040501,0.489209469982192,0.221109939208188,-0.619978238081427,0.325116878678354,1.04074128669067,0.872709307681744,1.08652546240644,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
"228",0,29,1.51301243466313,-1.01056543769991,-1.17520064704826,0.300569604326705,-1.08377848864932,-0.677818724751071,-0.330476610041161,-0.03593364373846,1.70691880867525,0.6515662035808,1.5927491132955,0.562384517577205,-0.875283101931561,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
"229",0,35,0.350709031677578,-1.01056543769991,1.28428817863645,0.48557555066992,-0.73296715707188,-0.677818724751071,-0.330476610041161,-0.164455435211784,0.155654110837465,0.488341541129577,0.764737373388255,-0.67891464284095,1.08652546240644,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"230",1,29,0.231752606638545,1.08642287817826,0.989149519554287,-0.873825203172299,0.0910250174181825,-0.677818724751071,-0.603705303382279,-0.935586184051729,0.155654110837465,-0.491006433577761,-0.339278279821404,-0.67891464284095,-0.875283101931561,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
"231",0,52,1.28996913771494,-0.887213183824724,1.13671884909537,-0.699014762482901,-1.54726530597971,1.72409415283207,-0.0572479167000435,-0.678542601105081,0.155654110837465,-0.817455758480207,-0.615282193123818,-0.0582650626318726,-0.595024735597561,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
"232",0,42,-0.670333616574122,-0.640508676074351,-0.388164222829152,2.7037352494784,-1.31784003386679,-0.677818724751071,-1.15016269006451,1.37780606246811,0.155654110837465,2.44703749054425,3.5247765064124,2.73465804830898,3.04833402674444,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"233",0,59,0.0384484159501161,-0.393804168323979,-0.683302881911317,-0.899738780042416,1.59373947578915,2.1244129657626,0.489209469982192,-0.550020809631756,-0.619978238081427,-0.817455758480207,-0.615282193123818,-0.0582650626318726,-0.595024735597561,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
"234",0,50,0.127665734729391,-1.01056543769991,0.103733542307791,2.76427106429794,1.37752055736797,0.122818901109977,-1.15016269006451,2.66302397720135,0.155654110837465,-0.00133244622409163,-1.16729001972865,-0.67891464284095,0.52600872973844,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
"235",1,33,0.0260571216752168,0.593013862677511,-0.388164222829152,-0.86384210388627,1.10088959546329,0.923456526971025,-0.603705303382279,-0.421499018158432,-0.619978238081427,-0.327781771126538,-0.0632743665189888,-0.67891464284095,-0.0345080029295606,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
"236",0,43,0.573752328625765,0.839718370427884,0.694010860472122,2.0308318763265,-0.922913861233954,0.923456526971025,1.85535293668778,1.37780606246811,0.155654110837465,1.63091417828814,2.42076085320274,-0.368589852736411,1.36678382874044,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"237",1,33,-0.836376959857773,-0.887213183824724,-1.32276997658934,-0.806279978215764,1.01097399585994,1.72409415283207,1.30889555000555,0.221109939208188,0.155654110837465,0.325116878678354,0.764737373388255,-0.368589852736411,0.80626709607244,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
"238",0,52,-0.0780297502339371,-0.887213183824724,0.644821083958427,2.6689006051612,0.943677789281813,-0.677818724751071,0.76243816332331,2.79154576867467,-0.619978238081427,4.24250877750771,0.764737373388255,3.97595720872713,2.20755892774244,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"239",0,32,1.48327332840337,-0.640508676074351,-0.48654377585654,-0.546294584043439,0.938058064306603,-0.277499911820547,-1.15016269006451,-0.678542601105081,1.70691880867525,-0.491006433577761,-0.339278279821404,-0.368589852736411,-0.595024735597561,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
"240",1,32,-0.71246401710878,-1.01056543769991,-0.191405116774375,-0.588988263968796,-0.66623292299127,-1.0781375376816,-0.330476610041161,-0.935586184051729,-0.619978238081427,-0.654231096028984,-0.615282193123818,-0.368589852736411,-0.595024735597561,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
